"day","isotype","p","iteration"
"7","IgG3","0.925153741829866",64
"7","IgM","0.0992463242049616",64
"7","TotalG","0.226573733863591",64
"10","IgG1","0.547263033154846",64
"10","IgG2ac","0.632393262127397",64
"10","IgG2b","0.510956700468186",64
"10","IgG3","0.664229681618642",64
"10","IgM","0.720023829225348",64
"10","TotalG","0.587326347469303",64
"15","IgG1","0.496873126516225",64
"15","IgG2ac","0.799999625095692",64
"15","IgG2b","0.30395329882157",64
"15","IgG3","0.990934575298335",64
"15","IgM","0.882266405076757",64
"15","TotalG","0.821208503668254",64
"45","IgG1","0.212805952050072",64
"45","IgG2ac","0.569239749504187",64
"45","IgG2b","0.929150004485736",64
"45","IgG3","0.782399891054275",64
"45","IgM","0.594417704604927",64
"45","TotalG","0.760454640942228",64
"7","IgG1","0.599497208248334",65
"7","IgG2ac","0.775701563618746",65
"7","IgG2b","0.183865306654288",65
"7","IgG3","0.213122259941453",65
"7","IgM","0.638154981844015",65
"7","TotalG","0.356094518287469",65
"10","IgG1","0.941669569859928",65
"10","IgG2ac","0.421604634931893",65
"10","IgG2b","0.744900399864328",65
"10","IgG3","0.601273656309041",65
"10","IgM","0.257623898536146",65
"10","TotalG","0.643252588774055",65
"15","IgG1","0.0512318926317772",65
"15","IgG2ac","0.788630046637774",65
"15","IgG2b","0.865729120518587",65
"15","IgG3","0.334235247332479",65
"15","IgM","0.0203411298634254",65
"15","TotalG","0.694092428437799",65
"45","IgG1","0.822921573339646",65
"45","IgG2ac","0.965385016108297",65
"45","IgG2b","0.100062987923635",65
"45","IgG3","0.751886788953309",65
"45","IgM","0.0628304226451499",65
"45","TotalG","0.410945341907193",65
"7","IgG1","0.516676295111465",66
"7","IgG2ac","0.0252794550123095",66
"7","IgG2b","0.19565153733993",66
"7","IgG3","0.243651821486959",66
"7","IgM","0.232737306428657",66
"7","TotalG","0.267739996191178",66
"10","IgG1","0.724874883557147",66
"10","IgG2ac","0.898367048453797",66
"10","IgG2b","0.519928517298214",66
"10","IgG3","0.72336642595135",66
"10","IgM","0.699559425648356",66
"10","TotalG","0.951103918885635",66
"15","IgG1","0.0466022205085148",66
"15","IgG2ac","0.492965274831021",66
"15","IgG2b","0.331464057022825",66
"15","IgG3","0.198799761873162",66
"15","IgM","0.104770171268589",66
"15","TotalG","0.823030298733832",66
"45","IgG1","0.147706187981378",66
"45","IgG2ac","0.471134861570623",66
"45","IgG2b","0.395634943425128",66
"45","IgG3","0.576728871566321",66
"45","IgM","0.821615348693252",66
"45","TotalG","0.561393943837175",66
"7","IgG1","0.417702118857051",67
"7","IgG2ac","0.796607471351262",67
"7","IgG2b","0.863963624187129",67
"7","IgG3","0.868439936995076",67
"7","IgM","0.307310505778376",67
"7","TotalG","0.106004078733152",67
"10","IgG1","0.164066370840886",67
"10","IgG2ac","0.258081707228424",67
"10","IgG2b","0.302265735637346",67
"10","IgG3","0.348201201202067",67
"10","IgM","0.342119611532274",67
"10","TotalG","0.26487359081584",67
"15","IgG1","0.20032418073653",67
"15","IgG2ac","0.292918294019503",67
"15","IgG2b","0.949351407774037",67
"15","IgG3","0.145127876774001",67
"15","IgM","0.849867392821948",67
"15","TotalG","0.0923049016749839",67
"45","IgG1","0.261916859185074",67
"45","IgG2ac","0.272421899690277",67
"45","IgG2b","0.942356122993832",67
"45","IgG3","0.930682596540389",67
"45","IgM","0.191503005814238",67
"45","TotalG","0.233206271085195",67
"7","IgG1","0.316095027841236",68
"7","IgG2ac","0.660714169413597",68
"7","IgG2b","0.514603397799964",68
"7","IgG3","0.479144049638515",68
"7","IgM","0.764723454284889",68
"7","TotalG","0.192021172812805",68
"10","IgG1","0.0153130436340872",68
"10","IgG2ac","0.488185433789455",68
"10","IgG2b","0.155256267267588",68
"10","IgG3","0.830502836338047",68
"10","IgM","0.609796248131573",68
"10","TotalG","0.234616079393355",68
"15","IgG1","0.591598409079631",68
"15","IgG2ac","0.331213462522121",68
"15","IgG2b","0.934160209079981",68
"15","IgG3","0.622133741121166",68
"15","IgM","0.879612515549207",68
"15","TotalG","0.785266607015006",68
"45","IgG1","0.624854564257302",68
"45","IgG2ac","0.860660288585197",68
"45","IgG2b","0.934284684811859",68
"45","IgG3","0.460276792163749",68
"45","IgM","0.147801788395338",68
"45","TotalG","0.867021614547638",68
"7","IgG1","0.32552935235778",69
"7","IgG2ac","0.838755091243444",69
"7","IgG2b","0.82138378831371",69
"7","IgG3","0.36846460762596",69
"7","IgM","0.371894841793903",69
"7","TotalG","0.293424559561808",69
"10","IgG1","0.100399269103917",69
"10","IgG2ac","0.38713915969638",69
"10","IgG2b","0.489488896443945",69
"10","IgG3","0.0277809276062668",69
"10","IgM","0.0862853771521708",69
"10","TotalG","0.87516037737317",69
"15","IgG1","0.323113777325805",69
"15","IgG2ac","0.0948408215485408",69
"15","IgG2b","0.00360319420766635",69
"15","IgG3","0.0159229128540135",69
"15","IgM","0.705988676396457",69
"15","TotalG","0.0350231218917916",69
"45","IgG1","0.743125850527247",69
"45","IgG2ac","0.509461484824623",69
"45","IgG2b","0.178523581066284",69
"45","IgG3","0.477260361691039",69
"45","IgM","0.293781845441785",69
"45","TotalG","0.903510556289727",69
"7","IgG1","0.613864813959071",70
"7","IgG2ac","0.531879083803677",70
"7","IgG2b","0.327661447509055",70
"7","IgG3","0.71544447661774",70
"7","IgM","0.513404276499152",70
"7","TotalG","0.322114050727871",70
"10","IgG1","0.787755437521943",70
"10","IgG2ac","0.547514138109368",70
"10","IgG2b","0.110068850628204",70
"10","IgG3","0.0599924338141613",70
"10","IgM","0.814859298097335",70
"10","TotalG","0.792566135775014",70
"15","IgG1","0.930856170425086",70
"15","IgG2ac","0.592900692134761",70
"15","IgG2b","0.250766573226575",70
"15","IgG3","0.461017071161986",70
"15","IgM","0.371468234398262",70
"15","TotalG","0.434103289396261",70
"45","IgG1","0.800612977433279",70
"45","IgG2ac","0.0350303305895968",70
"45","IgG2b","0.151481004520842",70
"45","IgG3","0.0192227724927351",70
"45","IgM","0.182418816339175",70
"45","TotalG","0.00366804141357949",70
"7","IgG1","0.0813399566454463",71
"7","IgG2ac","0.643623865922854",71
"7","IgG2b","0.427446727261413",71
"7","IgG3","0.899435089289767",71
"7","IgM","0.937196296084915",71
"7","TotalG","0.697512040936138",71
"10","IgG1","0.744001173916782",71
"10","IgG2ac","0.465970895646371",71
"10","IgG2b","0.366838006294764",71
"10","IgG3","0.582907551291766",71
"10","IgM","0.323217060696441",71
"10","TotalG","0.181099540444707",71
"15","IgG1","0.954203466050238",71
"15","IgG2ac","0.345492798555827",71
"15","IgG2b","0.432290645178537",71
"15","IgG3","0.321598194048754",71
"15","IgM","0.695000416974479",71
"15","TotalG","0.797103823576556",71
"45","IgG1","0.832982875109274",71
"45","IgG2ac","0.162750067576598",71
"45","IgG2b","0.0594161061680199",71
"45","IgG3","0.148343811251252",71
"45","IgM","0.207042786289888",71
"45","TotalG","0.457146420975217",71
"7","IgG1","0.353534415249937",72
"7","IgG2ac","0.220568753941717",72
"7","IgG2b","0.380457444243262",72
"7","IgG3","0.618432299064715",72
"7","IgM","0.653313643315097",72
"7","TotalG","0.725072891727633",72
"10","IgG1","0.203512189852035",72
"10","IgG2ac","0.704731564395046",72
"10","IgG2b","0.514888150723569",72
"10","IgG3","0.90205755453025",72
"10","IgM","0.514307436058464",72
"10","TotalG","0.755513016037792",72
"15","IgG1","0.125355618642978",72
"15","IgG2ac","0.532191588704238",72
"15","IgG2b","0.20221178424246",72
"15","IgG3","0.326859878933263",72
"15","IgM","0.570827211714461",72
"15","TotalG","0.274876607559618",72
"45","IgG1","0.417536052705815",72
"45","IgG2ac","0.404347966408454",72
"45","IgG2b","0.469809392876805",72
"45","IgG3","0.391994897159358",72
"45","IgM","0.920660570923319",72
"45","TotalG","0.451911251559653",72
"7","IgG1","0.158316743273582",73
"7","IgG2ac","0.459006055551845",73
"7","IgG2b","0.511977957435053",73
"7","IgG3","0.660135405972354",73
"7","IgM","0.721780607313266",73
"7","TotalG","0.674095762191918",73
"10","IgG1","0.253985448458122",73
"10","IgG2ac","0.589891704855213",73
"10","IgG2b","0.986918839453463",73
"10","IgG3","0.898514779173903",73
"10","IgM","0.0736013432969505",73
"10","TotalG","0.681752694833824",73
"15","IgG1","0.709296547905655",73
"15","IgG2ac","0.593681547415591",73
"15","IgG2b","0.849325076344072",73
"15","IgG3","0.804178093331446",73
"15","IgM","0.220590808360924",73
"15","TotalG","0.985133111613397",73
"45","IgG1","0.320983206685805",73
"45","IgG2ac","0.939948191057419",73
"45","IgG2b","0.0842166986767015",73
"45","IgG3","0.952136180902542",73
"45","IgM","0.26979416009138",73
"45","TotalG","0.136605246029934",73
"7","IgG1","0.664153197572492",74
"7","IgG2ac","0.466843827574822",74
"7","IgG2b","0.264814221022171",74
"7","IgG3","0.970907100686042",74
"7","IgM","0.376937930375259",74
"7","TotalG","0.112373295712555",74
"10","IgG1","0.225170396536298",74
"10","IgG2ac","0.051682793497651",74
"10","IgG2b","0.102623639641008",74
"10","IgG3","0.315284222766656",74
"10","IgM","0.907358183801108",74
"10","TotalG","0.0848934922984",74
"15","IgG1","0.795025294912365",74
"15","IgG2ac","0.480133153258095",74
"15","IgG2b","0.602880908289507",74
"15","IgG3","0.932522183066978",74
"15","IgM","0.688926517892721",74
"15","TotalG","0.589507047209887",74
"45","IgG1","0.250323037704641",74
"45","IgG2ac","0.924928789206941",74
"45","IgG2b","0.491421258699032",74
"45","IgG3","0.27553238565114",74
"45","IgM","0.0071487628904027",74
"45","TotalG","0.60604618319836",74
"7","IgG1","0.281336447103698",75
"7","IgG2ac","0.711167463844985",75
"7","IgG2b","0.601891843662293",75
"7","IgG3","0.150842197498935",75
"7","IgM","0.204963128811476",75
"7","TotalG","0.555023522976997",75
"10","IgG1","0.784587734906086",75
"10","IgG2ac","0.295311200290449",75
"10","IgG2b","0.412844462141473",75
"10","IgG3","0.730866436829637",75
"10","IgM","0.640034428697303",75
"10","TotalG","0.379459874097951",75
"15","IgG1","0.474490953993804",75
"15","IgG2ac","0.592462147704838",75
"15","IgG2b","0.612512562336464",75
"15","IgG3","0.926842155209318",75
"15","IgM","0.324661702647989",75
"15","TotalG","0.9975835058551",75
"45","IgG1","0.26027889396265",75
"45","IgG2ac","0.71666854770134",75
"45","IgG2b","0.174108695984004",75
"45","IgG3","0.308730251069105",75
"45","IgM","0.947010034379589",75
"45","TotalG","0.964496175135445",75
"7","IgG1","0.727735243770442",76
"7","IgG2ac","0.628019865571453",76
"7","IgG2b","0.886529958521582",76
"7","IgG3","0.0307258285457506",76
"7","IgM","0.746148708280268",76
"7","TotalG","0.32587452086102",76
"10","IgG1","0.922755265655255",76
"10","IgG2ac","0.94116819618506",76
"10","IgG2b","0.284422422102097",76
"10","IgG3","0.560549319010717",76
"10","IgM","0.278440317888496",76
"10","TotalG","0.888523130694048",76
"15","IgG1","0.687713346114087",76
"15","IgG2ac","0.836882939591988",76
"15","IgG2b","0.552213146913654",76
"15","IgG3","0.0585792913850157",76
"15","IgM","0.537935830842337",76
"15","TotalG","0.669701338724477",76
"45","IgG1","0.718358729905319",76
"45","IgG2ac","0.401788806796804",76
"45","IgG2b","0.624569398544752",76
"45","IgG3","0.00279105071393176",76
"45","IgM","0.721255400667766",76
"45","TotalG","0.792148267504135",76
"7","IgG1","0.598450709170639",77
"7","IgG2ac","0.665192798429166",77
"7","IgG2b","0.981120902522821",77
"7","IgG3","0.210158487308008",77
"7","IgM","0.385022431065276",77
"7","TotalG","0.758953163014287",77
"10","IgG1","0.878117960673312",77
"10","IgG2ac","0.959863650715118",77
"10","IgG2b","0.633182954159939",77
"10","IgG3","0.589653098065015",77
"10","IgM","0.815135814734821",77
"10","TotalG","0.478742494722064",77
"15","IgG1","0.0203049157437236",77
"15","IgG2ac","0.0902930550449486",77
"15","IgG2b","0.259711844082317",77
"15","IgG3","0.138315998147172",77
"15","IgM","0.775565688815365",77
"15","TotalG","0.0236550894311289",77
"45","IgG1","0.678943385968497",77
"45","IgG2ac","0.194927010068379",77
"45","IgG2b","0.830575142085191",77
"45","IgG3","0.715647084990924",77
"45","IgM","0.637322650352132",77
"45","TotalG","0.526769336977481",77
"7","IgG1","0.174485157308508",78
"7","IgG2ac","0.222164058379209",78
"7","IgG2b","0.678682300385838",78
"7","IgG3","0.0579146846713593",78
"7","IgM","0.213700296944758",78
"7","TotalG","0.206896913798477",78
"10","IgG1","0.966096735464707",78
"10","IgG2ac","0.472092987320252",78
"10","IgG2b","0.538590454764044",78
"10","IgG3","0.474510976308285",78
"10","IgM","0.917608042070471",78
"10","TotalG","0.2054174833063",78
"15","IgG1","0.00971864761287693",78
"15","IgG2ac","0.799641890105383",78
"15","IgG2b","0.691015625761249",78
"15","IgG3","0.143758159878874",78
"15","IgM","0.74965317189068",78
"15","TotalG","0.945520859424391",78
"45","IgG1","0.770752813481729",78
"45","IgG2ac","0.909613364657788",78
"45","IgG2b","0.467258365101603",78
"45","IgG3","0.451547783988709",78
"45","IgM","0.638867926444238",78
"45","TotalG","0.460966794690433",78
"7","IgG1","0.936269089870761",79
"7","IgG2ac","0.747581147768113",79
"7","IgG2b","0.912630244708341",79
"7","IgG3","0.977446868452733",79
"7","IgM","0.980574464644089",79
"7","TotalG","0.964308066894049",79
"10","IgG1","0.820190421698338",79
"10","IgG2ac","0.545649529287745",79
"10","IgG2b","0.990605968873695",79
"10","IgG3","0.941823475931905",79
"10","IgM","0.320783427221799",79
"10","TotalG","0.462864453713819",79
"15","IgG1","0.695312831777888",79
"15","IgG2ac","0.984180318276333",79
"15","IgG2b","0.819055735341451",79
"15","IgG3","0.655663225741451",79
"15","IgM","0.668277704836221",79
"15","TotalG","0.435442418284112",79
"45","IgG1","0.731417327023089",79
"45","IgG2ac","0.207301978595755",79
"45","IgG2b","0.831903031489968",79
"45","IgG3","0.302236112585507",79
"45","IgM","0.719419408736199",79
"45","TotalG","0.456881240434922",79
"7","IgG1","0.687119048100508",80
"7","IgG2ac","0.80086596702765",80
"7","IgG2b","0.950462146812394",80
"7","IgG3","0.291654735375057",80
"7","IgM","0.646406653115584",80
"7","TotalG","0.122435769725602",80
"10","IgG1","0.753508093042942",80
"10","IgG2ac","0.155051792020662",80
"10","IgG2b","0.00288006697651283",80
"10","IgG3","0.598354054841905",80
"10","IgM","0.0701075995289937",80
"10","TotalG","0.0518160615175489",80
"15","IgG1","0.474263407145925",80
"15","IgG2ac","0.97484618171642",80
"15","IgG2b","0.660235726344201",80
"15","IgG3","0.61138640297751",80
"15","IgM","0.337943141582321",80
"15","TotalG","0.958535439347442",80
"45","IgG1","0.861088463765331",80
"45","IgG2ac","0.622125021549522",80
"45","IgG2b","0.561005921719655",80
"45","IgG3","0.758899377026986",80
"45","IgM","0.995411325123796",80
"45","TotalG","0.655177993524519",80
"7","IgG1","0.5983292821714",81
"7","IgG2ac","0.719291683055931",81
"7","IgG2b","0.887124084285036",81
"7","IgG3","0.508901984713024",81
"7","IgM","0.0419131915884041",81
"7","TotalG","0.102461767119092",81
"10","IgG1","0.765666462129953",81
"10","IgG2ac","0.999302826030493",81
"10","IgG2b","0.74873556726941",81
"10","IgG3","0.728192958598799",81
"10","IgM","0.351825056974648",81
"10","TotalG","0.624823405060995",81
"15","IgG1","0.125297213694398",81
"15","IgG2ac","0.075296233755166",81
"15","IgG2b","0.0252015093212371",81
"15","IgG3","0.0665302890974779",81
"15","IgM","0.090248382224903",81
"15","TotalG","0.110377738827626",81
"45","IgG1","0.912057370229884",81
"45","IgG2ac","0.295515419927881",81
"45","IgG2b","0.763881020226492",81
"45","IgG3","0.218052055774774",81
"45","IgM","0.749898450159947",81
"45","TotalG","0.639702467148423",81
"7","IgG1","0.817625034305107",82
"7","IgG2ac","0.0298327908547974",82
"7","IgG2b","0.256659665932004",82
"7","IgG3","0.00920284754683924",82
"7","IgM","0.0252785605027603",82
"7","TotalG","0.282884367791358",82
"10","IgG1","0.769456232475613",82
"10","IgG2ac","0.899970473926933",82
"10","IgG2b","0.736323693267653",82
"10","IgG3","0.977217876496171",82
"10","IgM","0.911163050835862",82
"10","TotalG","0.812322234222303",82
"15","IgG1","0.973696814834487",82
"15","IgG2ac","0.390044773470674",82
"15","IgG2b","0.722140995870615",82
"15","IgG3","0.969586642990828",82
"15","IgM","0.719441420091431",82
"15","TotalG","0.650262280305233",82
"45","IgG1","0.748683177373799",82
"45","IgG2ac","0.334384878277767",82
"45","IgG2b","0.371638385604206",82
"45","IgG3","0.824909256085082",82
"45","IgM","0.328120921416954",82
"45","TotalG","0.900055549062482",82
"7","IgG1","0.708585290248208",83
"7","IgG2ac","0.768694961594665",83
"7","IgG2b","0.431216407945235",83
"7","IgG3","0.673387912607001",83
"7","IgM","0.893626942265656",83
"7","TotalG","0.436482029644807",83
"10","IgG1","0.612258400271715",83
"10","IgG2ac","0.788546678555796",83
"10","IgG2b","0.899335513696749",83
"10","IgG3","0.972324130027215",83
"10","IgM","0.251359017246339",83
"10","TotalG","0.578238504050726",83
"15","IgG1","0.376421328020246",83
"15","IgG2ac","0.492811312013245",83
"15","IgG2b","0.542170412451788",83
"15","IgG3","0.506818148630449",83
"15","IgM","0.368524930269264",83
"15","TotalG","0.41020077899703",83
"45","IgG1","0.00136043584650481",83
"45","IgG2ac","0.184646132398851",83
"45","IgG2b","0.387545513442638",83
"45","IgG3","0.587923035584",83
"45","IgM","0.461083689580907",83
"45","TotalG","0.560730645302092",83
"7","IgG1","0.181729858828684",84
"7","IgG2ac","0.948989230768422",84
"7","IgG2b","0.70268161524199",84
"7","IgG3","0.337740119006995",84
"7","IgM","0.571241472852957",84
"7","TotalG","0.569905567112053",84
"10","IgG1","0.611503279888258",84
"10","IgG2ac","0.204189244202595",84
"10","IgG2b","0.190220863837154",84
"10","IgG3","0.404479222668049",84
"10","IgM","0.697642796102866",84
"10","TotalG","0.550698483810451",84
"15","IgG1","0.816702256415419",84
"15","IgG2ac","0.948330046700284",84
"15","IgG2b","0.250301612864692",84
"15","IgG3","0.631548032223688",84
"15","IgM","0.849795714576995",84
"15","TotalG","0.751856184168312",84
"45","IgG1","0.0640771199501251",84
"45","IgG2ac","0.891608278201201",84
"45","IgG2b","0.764956351011063",84
"45","IgG3","0.24251271293283",84
"45","IgM","0.285756144533882",84
"45","TotalG","0.76858550407905",84
"7","IgG1","0.480099837629571",85
"7","IgG2ac","0.862227762861583",85
"7","IgG2b","0.994439380141518",85
"7","IgG3","0.634742004657007",85
"7","IgM","0.772298485169339",85
"7","TotalG","0.651996979064382",85
"10","IgG1","0.494493481261394",85
"10","IgG2ac","0.917146255822478",85
"10","IgG2b","0.971786831345883",85
"10","IgG3","0.547839699291805",85
"10","IgM","0.572913250681107",85
"10","TotalG","0.806663148828711",85
"15","IgG1","0.669314090170686",85
"15","IgG2ac","0.555162339931631",85
"15","IgG2b","0.93876445781628",85
"15","IgG3","0.578417123920911",85
"15","IgM","0.365371673916617",85
"15","TotalG","0.651469540928733",85
"45","IgG1","0.0164694931347434",85
"45","IgG2ac","0.242147196910705",85
"45","IgG2b","0.566146651681162",85
"45","IgG3","0.02266008472157",85
"45","IgM","0.78203589843017",85
"45","TotalG","0.15103807213702",85
"7","IgG1","0.55448547487142",86
"7","IgG2ac","0.779534846181662",86
"7","IgG2b","0.787191244826606",86
"7","IgG3","0.968457130294035",86
"7","IgM","0.321809502976229",86
"7","TotalG","0.339399103430139",86
"10","IgG1","0.0139012102923606",86
"10","IgG2ac","0.722693450125288",86
"10","IgG2b","0.411593625614604",86
"10","IgG3","0.975069270849971",86
"10","IgM","0.893435872459842",86
"10","TotalG","0.721483799480456",86
"15","IgG1","0.264106751453492",86
"15","IgG2ac","0.159068917757602",86
"15","IgG2b","0.579088395193986",86
"15","IgG3","0.237036816122832",86
"15","IgM","0.981464591693619",86
"15","TotalG","0.70794891702878",86
"45","IgG1","0.148867418774085",86
"45","IgG2ac","0.771143668984978",86
"45","IgG2b","0.197694440483948",86
"45","IgG3","0.138562931996786",86
"45","IgM","0.305162283533668",86
"45","TotalG","0.548153534076397",86
"7","IgG1","0.158105640946852",87
"7","IgG2ac","0.171599370020469",87
"7","IgG2b","0.970109683262692",87
"7","IgG3","0.958399363173233",87
"7","IgM","0.847143065400323",87
"7","TotalG","0.835408253337286",87
"10","IgG1","0.460864543628359",87
"10","IgG2ac","0.860391826141653",87
"10","IgG2b","0.130397201559741",87
"10","IgG3","0.332756728207627",87
"10","IgM","0.642209145159305",87
"10","TotalG","0.448709015692106",87
"15","IgG1","0.8114991746922",87
"15","IgG2ac","0.761788878194817",87
"15","IgG2b","0.0430951551502347",87
"15","IgG3","0.689970188571221",87
"15","IgM","0.15468979356366",87
"15","TotalG","0.719185869180442",87
"45","IgG1","0.362539729350717",87
"45","IgG2ac","0.666488739404352",87
"45","IgG2b","0.329553659383367",87
"45","IgG3","0.997936323149517",87
"45","IgM","0.269956196209583",87
"45","TotalG","0.765147934718176",87
"7","IgG1","0.0386876674033873",88
"7","IgG2ac","0.346353186045409",88
"7","IgG2b","0.268079239277488",88
"7","IgG3","0.0715335492808049",88
"7","IgM","0.275644494546756",88
"7","TotalG","0.149013120009621",88
"10","IgG1","0.75248102811966",88
"10","IgG2ac","0.951608834908509",88
"10","IgG2b","0.362175895863463",88
"10","IgG3","0.524420393862525",88
"10","IgM","0.673988858868519",88
"10","TotalG","0.888817312904001",88
"15","IgG1","0.0909778444632655",88
"15","IgG2ac","0.0152177787532312",88
"15","IgG2b","0.0393880191896126",88
"15","IgG3","0.0591317269739576",88
"15","IgM","0.328674480049254",88
"15","TotalG","0.0274772982930754",88
"45","IgG1","0.810027970096639",88
"45","IgG2ac","0.266538854994894",88
"45","IgG2b","0.888597370008763",88
"45","IgG3","0.315118545343338",88
"45","IgM","0.212669942535535",88
"45","TotalG","0.0178117111337873",88
"7","IgG1","0.147602494212066",89
"7","IgG2ac","0.252453335813229",89
"7","IgG2b","0.78773974884538",89
"7","IgG3","0.316378313262414",89
"7","IgM","0.625722995997394",89
"7","TotalG","0.752096605934985",89
"10","IgG1","0.488566364410046",89
"10","IgG2ac","0.598105705627909",89
"10","IgG2b","0.837325504903255",89
"10","IgG3","0.851637403983539",89
"10","IgM","0.719508569412523",89
"10","TotalG","0.169025982122769",89
"15","IgG1","0.863468798314769",89
"15","IgG2ac","0.0927785801558316",89
"15","IgG2b","0.0324649368005572",89
"15","IgG3","0.0444893904088881",89
"15","IgM","0.239712033168345",89
"15","TotalG","0.393081237762684",89
"45","IgG1","0.752805628391726",89
"45","IgG2ac","0.0506494155258382",89
"45","IgG2b","0.0881308152814022",89
"45","IgG3","0.833981412741903",89
"45","IgM","0.993001708396906",89
"45","TotalG","0.102228736531983",89
"7","IgG1","0.705145186657771",90
"7","IgG2ac","0.0273962535035045",90
"7","IgG2b","0.393669779361341",90
"7","IgG3","0.0929828035805416",90
"7","IgM","0.271497943602795",90
"7","TotalG","0.955531778024208",90
"10","IgG1","0.458238836183291",90
"10","IgG2ac","0.415527624231328",90
"10","IgG2b","0.742406308555409",90
"10","IgG3","0.679857973117917",90
"10","IgM","0.901124752856444",90
"10","TotalG","0.201925143955103",90
"15","IgG1","0.912814367869478",90
"15","IgG2ac","0.0775382404431961",90
"15","IgG2b","0.880250050082596",90
"15","IgG3","0.577706918103005",90
"15","IgM","0.460834315915071",90
"15","TotalG","0.975477707734316",90
"45","IgG1","0.937192289959014",90
"45","IgG2ac","0.0396297662824979",90
"45","IgG2b","0.119938113948125",90
"45","IgG3","0.0690382810264253",90
"45","IgM","0.0341651496600008",90
"45","TotalG","0.0916000203031846",90
"7","IgG1","0.684983456863363",91
"7","IgG2ac","0.584178843902592",91
"7","IgG2b","0.640302787471914",91
"7","IgG3","0.0691645216180203",91
"7","IgM","0.889587602125955",91
"7","TotalG","0.579411553886187",91
"10","IgG1","0.0316980210748886",91
"10","IgG2ac","0.035061395740165",91
"10","IgG2b","0.00343296878047959",91
"10","IgG3","0.0894049256700592",91
"10","IgM","0.145274238087219",91
"10","TotalG","0.261266275256735",91
"15","IgG1","0.266736935016601",91
"15","IgG2ac","0.674304764465105",91
"15","IgG2b","0.631482534196571",91
"15","IgG3","0.569523848317408",91
"15","IgM","0.494223132043288",91
"15","TotalG","0.428411632280689",91
"45","IgG1","0.100706768659495",91
"45","IgG2ac","0.0190445839738739",91
"45","IgG2b","0.017476446148366",91
"45","IgG3","0.00982579870116022",91
"45","IgM","0.019962989025568",91
"45","TotalG","0.0995354350239038",91
"7","IgG1","0.378790705566206",92
"7","IgG2ac","0.205662858691398",92
"7","IgG2b","0.749307935228855",92
"7","IgG3","0.14437389452299",92
"7","IgM","0.490664206388235",92
"7","TotalG","0.477605488510104",92
"10","IgG1","0.0215020441731107",92
"10","IgG2ac","0.0788540147170675",92
"10","IgG2b","0.424035202158437",92
"10","IgG3","0.286861249326174",92
"10","IgM","0.24713336269441",92
"10","TotalG","0.0511313838144876",92
"15","IgG1","0.724750250089117",92
"15","IgG2ac","0.750618489626381",92
"15","IgG2b","0.716559195235181",92
"15","IgG3","0.387735679417537",92
"15","IgM","0.880583650318487",92
"15","TotalG","0.324973398329329",92
"45","IgG1","0.105474595968397",92
"45","IgG2ac","0.455670806861337",92
"45","IgG2b","0.249771521303513",92
"45","IgG3","0.468690374700539",92
"45","IgM","0.403567641177202",92
"45","TotalG","0.0884658973848657",92
"7","IgG1","0.147521319125056",93
"7","IgG2ac","0.973302221941575",93
"7","IgG2b","0.253209050648106",93
"7","IgG3","0.737327624699863",93
"7","IgM","0.169911712821922",93
"7","TotalG","0.423280293963827",93
"10","IgG1","0.928320320922106",93
"10","IgG2ac","0.502659900741001",93
"10","IgG2b","0.703163952520795",93
"10","IgG3","0.518257938582376",93
"10","IgM","0.903714602641411",93
"10","TotalG","0.448943410069474",93
"15","IgG1","0.761158344935919",93
"15","IgG2ac","0.894743973830532",93
"15","IgG2b","0.729437291534751",93
"15","IgG3","0.804351900089227",93
"15","IgM","0.804948593336927",93
"15","TotalG","0.527477875639417",93
"45","IgG1","0.992956143652169",93
"45","IgG2ac","0.853692593611949",93
"45","IgG2b","0.453743175539302",93
"45","IgG3","0.268794632688975",93
"45","IgM","0.470646516133422",93
"45","TotalG","0.00540358392995108",93
"7","IgG1","0.13590713811561",94
"7","IgG2ac","0.951763385952837",94
"7","IgG2b","0.671321042828079",94
"7","IgG3","0.136487552759918",94
"7","IgM","0.234811497207287",94
"7","TotalG","0.519067578137323",94
"10","IgG1","0.514737634663912",94
"10","IgG2ac","0.552703532032475",94
"10","IgG2b","0.841897789880541",94
"10","IgG3","0.981627945455161",94
"10","IgM","0.475231165858082",94
"10","TotalG","0.227149778635309",94
"15","IgG1","0.687695323707089",94
"15","IgG2ac","0.866506137485534",94
"15","IgG2b","0.44142593338155",94
"15","IgG3","0.83160306817834",94
"15","IgM","0.798570869310163",94
"15","TotalG","0.473458472246783",94
"45","IgG1","0.472505111217816",94
"45","IgG2ac","0.437854143998485",94
"45","IgG2b","0.674395469879474",94
"45","IgG3","0.519429463209558",94
"45","IgM","0.638923296508974",94
"45","TotalG","0.778187324248462",94
"7","IgG1","0.642102283316077",95
"7","IgG2ac","0.726594565406036",95
"7","IgG2b","0.813577398264255",95
"7","IgG3","0.45283305456112",95
"7","IgM","0.593875611915998",95
"7","TotalG","0.81805213874483",95
"10","IgG1","0.547463727041149",95
"10","IgG2ac","0.92215303017453",95
"10","IgG2b","0.0961472269783021",95
"10","IgG3","0.170912519887798",95
"10","IgM","0.472631101825479",95
"10","TotalG","0.133556373793697",95
"15","IgG1","0.697854365541849",95
"15","IgG2ac","0.991449386299391",95
"15","IgG2b","0.591771640148044",95
"15","IgG3","0.474282868218663",95
"15","IgM","0.142219995926125",95
